Image slice depth [cm],"Volumetric gas content (CT, direct) [%]","Volumetric excess ice content (CT, direct) [%]","Volumetric phase A content (CT, direct) [%]","Volumetric phase B content (CT, direct) [%]"
depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr
84.14,0.07,34.182,35.993,29.755
84.145,0.064,34.073,36.038,29.825
84.15,0.064,33.975,36.024,29.937
84.155,0.063,33.932,36.041,29.964
84.16,0.062,33.858,36.037,30.044
84.165,0.063,33.779,35.986,30.171
84.17,0.063,33.712,35.958,30.267
84.175,0.062,33.605,35.986,30.347
84.18,0.064,33.534,35.906,30.496
84.185,0.063,33.487,35.845,30.606
84.19,0.065,33.44,35.825,30.671
84.195,0.065,33.422,35.814,30.699
84.2,0.059,33.374,35.873,30.694
84.205,0.057,33.294,35.999,30.65
84.21,0.053,33.177,36.073,30.696
84.215,0.048,33.052,36.145,30.754
84.22,0.048,32.968,36.172,30.811
84.225,0.048,32.872,36.197,30.882
84.23,0.048,32.714,36.24,30.998
84.235,0.053,32.544,36.275,31.128
84.24,0.055,32.375,36.344,31.226
84.245,0.057,32.164,36.391,31.388
84.25,0.059,31.966,36.446,31.53
84.255,0.057,31.796,36.499,31.648
84.26,0.059,31.643,36.619,31.68
84.265,0.061,31.49,36.676,31.773
84.27,0.062,31.286,36.788,31.864
84.275,0.063,31.042,36.91,31.985
84.28,0.067,30.848,37.029,32.057
84.285,0.072,30.714,37.081,32.134
84.29,0.072,30.513,37.124,32.29
84.295,0.076,30.273,37.218,32.432
84.3,0.075,30.149,37.219,32.557
84.305,0.078,29.995,37.286,32.641
84.31,0.077,29.842,37.35,32.731
84.315,0.072,29.77,37.328,32.83
84.32,0.07,29.708,37.312,32.91
84.325,0.069,29.662,37.279,32.99
84.33,0.07,29.57,37.219,33.141
84.335,0.069,29.482,37.169,33.28
84.34,0.064,29.465,37.048,33.423
84.345,0.065,29.408,36.929,33.599
84.35,0.063,29.424,36.816,33.697
84.355,0.06,29.442,36.712,33.786
84.36,0.058,29.417,36.668,33.857
84.365,0.054,29.381,36.6,33.966
84.37,0.053,29.344,36.542,34.061
84.375,0.055,29.268,36.578,34.099
84.38,0.056,29.239,36.544,34.161
84.385,0.052,29.21,36.48,34.258
84.39,0.051,29.151,36.42,34.378
84.395,0.051,29.083,36.372,34.494
84.4,0.054,29.049,36.341,34.556
84.405,0.054,29.059,36.272,34.614
84.41,0.057,28.996,36.322,34.624
84.415,0.058,28.831,36.52,34.59
84.42,0.057,28.718,36.575,34.651
84.425,0.06,28.667,36.565,34.708
84.43,0.064,28.53,36.654,34.752
84.435,0.064,28.454,36.674,34.808
84.44,0.062,28.445,36.659,34.833
84.445,0.063,28.429,36.596,34.912
84.45,0.062,28.413,36.481,35.043
84.455,0.06,28.426,36.42,35.094
84.46,0.06,28.398,36.381,35.161
84.465,0.062,28.37,36.279,35.289
84.47,0.064,28.38,36.115,35.442
84.475,0.067,28.401,36.01,35.523
84.48,0.071,28.396,35.94,35.593
84.485,0.074,28.333,35.948,35.645
84.49,0.075,28.332,35.85,35.743
84.495,0.08,28.333,35.742,35.844
84.5,0.085,28.374,35.64,35.901
84.505,0.083,28.396,35.56,35.96
84.51,0.079,28.386,35.507,36.028
84.515,0.079,28.417,35.407,36.098
84.52,0.077,28.442,35.287,36.194
84.525,0.075,28.515,35.128,36.283
84.53,0.082,28.541,34.976,36.402
84.535,0.083,28.579,34.828,36.509
84.54,0.08,28.677,34.674,36.569
84.545,0.085,28.751,34.577,36.587
84.55,0.089,28.793,34.527,36.591
84.555,0.096,28.837,34.421,36.646
84.56,0.097,28.938,34.297,36.669
84.565,0.107,28.983,34.187,36.724
84.57,0.114,28.964,34.132,36.79
84.575,0.131,28.945,34.062,36.862
84.58,0.145,28.991,33.929,36.935
84.585,0.157,29.019,33.813,37.01
84.59,0.171,29.093,33.624,37.111
84.595,0.183,29.146,33.539,37.132
84.6,0.19,29.176,33.416,37.217
84.605,0.204,29.251,33.223,37.322
84.61,0.215,29.307,33.022,37.456
84.615,0.226,29.365,32.808,37.601
84.62,0.236,29.453,32.662,37.649
84.625,0.237,29.61,32.402,37.751
84.63,0.233,29.713,32.258,37.796
84.635,0.231,29.752,32.211,37.805
84.64,0.226,29.821,32.143,37.81
84.645,0.227,29.928,31.965,37.879
84.65,0.23,30.081,31.729,37.961
84.655,0.236,30.199,31.569,37.996
84.66,0.246,30.263,31.44,38.051
84.665,0.252,30.389,31.26,38.099
84.67,0.251,30.481,31.142,38.126
84.675,0.252,30.588,31.007,38.152
84.68,0.262,30.635,30.949,38.154
84.685,0.273,30.687,30.946,38.093
84.69,0.272,30.758,30.928,38.042
84.695,0.277,31.146,30.862,37.715
84.7,0.397,31.095,30.709,37.798
84.705,0.41,31.094,30.79,37.706
84.71,0.416,31.121,30.783,37.68
84.715,0.429,31.186,30.716,37.67
84.72,0.444,31.277,30.73,37.549
84.725,0.452,31.358,30.661,37.529
84.73,0.465,31.455,30.62,37.46
84.735,0.476,31.535,30.537,37.452
84.74,0.489,31.572,30.454,37.485
84.745,0.5,31.689,30.293,37.518
84.75,0.51,31.77,30.181,37.539
84.755,0.517,31.864,30.1,37.519
84.76,0.528,31.884,30.07,37.518
84.765,0.535,31.956,30.087,37.423
84.77,0.547,32.042,30.109,37.301
84.775,0.564,32.109,30.137,37.19
84.78,0.571,32.205,30.152,37.072
84.785,0.579,32.39,30.055,36.976
84.79,0.593,32.552,29.912,36.943
84.795,0.604,32.6,29.926,36.869
84.8,0.621,32.674,29.971,36.734
84.805,0.622,32.841,29.891,36.646
84.81,0.627,32.958,29.886,36.529
84.815,0.625,33.156,29.736,36.483
84.82,0.63,33.334,29.653,36.383
84.825,0.621,33.427,29.704,36.249
84.83,0.629,33.56,29.753,36.058
84.835,0.633,33.702,29.744,35.922
84.84,0.635,33.861,29.71,35.794
84.845,0.635,33.992,29.611,35.762
84.85,0.636,34.161,29.576,35.627
84.855,0.634,34.297,29.565,35.504
84.86,0.64,34.358,29.683,35.319
84.865,0.652,34.421,29.709,35.218
84.87,0.653,34.603,29.54,35.205
84.875,0.655,34.691,29.381,35.273
84.88,0.659,34.752,29.353,35.236
84.885,0.672,34.765,29.472,35.091
84.89,0.681,34.805,29.541,34.973
84.895,0.694,34.869,29.635,34.802
84.9,0.705,35.011,29.673,34.611
84.905,0.728,35.048,29.749,34.475
84.91,0.74,35.176,29.764,34.32
84.915,0.743,35.403,29.675,34.179
84.92,0.76,35.588,29.535,34.117
84.925,0.764,35.733,29.425,34.077
84.93,0.76,35.917,29.244,34.079
84.935,0.741,36.198,29.052,34.009
84.94,0.734,36.389,28.898,33.978
84.945,0.745,36.513,28.763,33.979
84.95,0.765,36.659,28.626,33.95
84.955,0.788,36.701,28.546,33.965
84.96,0.798,36.817,28.407,33.978
84.965,0.807,36.93,28.303,33.96
84.97,0.832,37.104,28.073,33.991
84.975,0.864,37.215,27.97,33.951
84.98,0.887,37.357,27.866,33.89
84.985,0.889,37.62,27.626,33.865
84.99,0.897,37.875,27.453,33.776
84.995,0.905,38.212,27.206,33.677
85,0.913,38.46,27.106,33.521
85.005,0.903,38.642,27.113,33.342
85.01,0.901,38.925,26.943,33.23
85.015,0.891,39.161,26.827,33.121
85.02,0.884,39.479,26.684,32.953
85.025,0.876,39.901,26.48,32.743
85.03,0.868,40.335,26.251,32.546
85.035,0.871,40.677,26.155,32.298
85.04,0.862,41.037,26.074,32.027
85.045,0.849,41.393,26.053,31.705
85.05,0.833,41.753,25.93,31.484
85.055,0.827,42.068,25.786,31.319
85.06,0.828,42.439,25.5,31.233
85.065,0.837,42.671,25.356,31.137
85.07,0.847,42.897,25.279,30.977
85.075,0.861,42.945,25.382,30.812
85.08,0.864,43.033,25.52,30.583
85.085,0.848,43.223,25.536,30.393
85.09,0.859,43.378,25.547,30.216
85.095,0.873,43.523,25.459,30.145
85.1,0.893,43.717,25.22,30.17
85.105,0.895,43.977,24.934,30.194
85.11,0.887,44.263,24.631,30.219
85.115,0.888,44.516,24.321,30.275
85.12,0.901,44.736,23.978,30.384
85.125,0.915,44.944,23.635,30.506
85.13,0.932,45.145,23.453,30.469
85.135,0.942,45.296,23.335,30.427
85.14,0.94,45.49,23.201,30.369
85.145,0.955,45.675,23.005,30.365
85.15,0.969,45.861,22.829,30.342
85.155,0.978,46.076,22.617,30.33
85.16,0.993,46.259,22.387,30.36
85.165,0.999,46.396,22.249,30.357
85.17,1,46.542,22.087,30.371
85.175,1.001,46.734,21.832,30.433
85.18,1.009,46.901,21.636,30.454
85.185,1.017,47.033,21.511,30.439
85.19,1.028,47.154,21.396,30.422
85.195,1.023,47.261,21.296,30.419
85.2,1.036,47.256,21.381,30.327
85.205,1.057,47.276,21.541,30.126
85.21,1.074,47.353,21.581,29.992
85.215,1.086,47.46,21.511,29.943
85.22,1.083,47.598,21.526,29.792
85.225,1.08,47.771,21.448,29.701
85.23,1.102,47.77,21.512,29.616
85.235,1.104,47.799,21.519,29.577
85.24,1.122,47.812,21.535,29.531
85.245,1.135,47.857,21.548,29.46
85.25,1.153,47.959,21.438,29.449
85.255,1.166,48.07,21.304,29.459
85.26,1.171,48.333,21.113,29.383
85.265,1.188,48.572,20.959,29.282
85.27,1.206,48.716,20.88,29.198
85.275,1.221,48.771,20.908,29.099
85.28,1.228,48.94,20.751,29.08
85.285,1.244,48.98,20.813,28.963
85.29,1.254,49.036,20.838,28.872
85.295,1.273,49.12,20.77,28.837
85.3,1.274,49.17,20.822,28.734
85.305,1.29,49.253,20.849,28.609
85.31,1.301,49.353,20.867,28.479
85.315,1.317,49.404,20.937,28.342
85.32,1.309,49.456,21.02,28.216
85.325,1.307,49.488,21.049,28.156
85.33,1.304,49.639,20.962,28.095
85.335,1.313,49.707,21.032,27.948
85.34,1.33,49.701,21.202,27.767
85.345,1.34,49.859,21.112,27.689
85.35,1.335,50.077,21.058,27.53
85.355,1.358,50.223,20.977,27.442
85.36,1.399,50.346,20.898,27.356
85.365,1.429,50.549,20.703,27.32
85.37,1.453,50.687,20.594,27.266
85.375,1.472,50.77,20.57,27.189
85.38,1.506,50.958,20.404,27.132
85.385,1.537,51.177,20.16,27.126
85.39,1.555,51.437,19.855,27.153
85.395,1.591,51.766,19.55,27.092
85.4,1.617,52.018,19.36,27.005
85.405,1.627,52.256,19.181,26.937
85.41,1.646,52.412,19.107,26.834
85.415,1.658,52.594,19.03,26.719
85.42,1.663,52.88,18.923,26.534
85.425,1.691,53.103,18.892,26.314
85.43,1.705,53.277,18.928,26.09
85.435,1.728,53.486,18.828,25.958
85.44,1.78,53.762,18.53,25.929
85.445,1.797,54.065,18.242,25.896
85.45,1.83,54.303,18.001,25.866
85.455,1.899,54.477,17.83,25.794
85.46,1.969,54.583,17.668,25.78
85.465,2.028,54.759,17.464,25.748
85.47,2.034,55.055,17.183,25.728
85.475,2.043,55.443,16.851,25.663
85.48,2.032,55.881,16.592,25.495
85.485,2.025,56.378,16.352,25.244
85.49,2.006,56.872,16.136,24.987
85.495,1.993,57.21,16.114,24.683
85.5,2.027,57.531,16.101,24.34
85.505,2.097,57.855,15.939,24.109
85.51,2.127,58.128,15.886,23.859
85.515,2.139,58.374,15.883,23.603
85.52,2.154,58.737,15.62,23.489
85.525,2.154,59.07,15.414,23.362
85.53,2.163,59.294,15.33,23.214
85.535,2.177,59.592,15.09,23.141
85.54,2.199,59.843,14.912,23.046
85.545,2.23,60.134,14.695,22.942
85.55,2.248,60.471,14.499,22.783
85.555,2.255,60.796,14.427,22.522
85.56,2.269,61.122,14.387,22.222
85.565,2.274,61.6,14.139,21.987
85.57,2.283,62.153,13.886,21.678
85.575,2.29,62.661,13.726,21.323
85.58,2.284,63.14,13.595,20.98
85.585,2.282,63.54,13.51,20.667
85.59,2.289,63.978,13.44,20.293
85.595,2.274,64.409,13.423,19.893
85.6,2.279,64.915,13.257,19.549
85.605,2.275,65.477,12.999,19.249
85.61,2.308,65.983,12.709,19
85.615,2.324,66.457,12.466,18.752
85.62,2.338,66.908,12.139,18.615
85.625,2.352,67.257,11.981,18.41
85.63,2.375,67.592,11.764,18.269
85.635,2.397,67.927,11.557,18.12
85.64,2.422,68.267,11.28,18.03
85.645,2.465,68.58,11.043,17.913
85.65,2.501,68.891,10.974,17.635
85.655,2.528,69.351,10.747,17.373
85.66,2.554,69.863,10.52,17.063
85.665,2.551,70.449,10.306,16.694
85.67,2.534,70.991,10.127,16.349
85.675,2.514,71.547,9.879,16.06
85.68,2.493,72.103,9.524,15.88
85.685,2.468,72.58,9.269,15.683
85.69,2.463,72.98,9.052,15.505
85.695,2.46,73.414,8.876,15.249
85.7,2.458,73.921,8.67,14.951
85.705,2.438,74.477,8.51,14.575
85.71,2.413,75.04,8.4,14.146
85.715,2.404,75.567,8.312,13.717
85.72,2.409,76.016,8.301,13.274
85.725,2.413,76.517,8.194,12.876
85.73,2.422,77.01,8,12.568
85.735,2.445,77.492,7.81,12.253
85.74,2.477,77.997,7.607,11.919
85.745,2.497,78.494,7.414,11.594
85.75,2.494,79.037,7.227,11.243
85.755,2.492,79.568,7.006,10.934
85.76,2.471,80.073,6.87,10.586
85.765,2.454,80.53,6.793,10.222
85.77,2.442,80.986,6.684,9.888
85.775,2.462,81.441,6.479,9.618
85.78,2.49,81.834,6.305,9.371
85.785,2.503,82.154,6.197,9.147
85.79,2.511,82.522,6.095,8.872
85.795,2.505,82.901,5.94,8.653
85.8,2.484,83.243,5.821,8.452
85.805,2.476,83.578,5.697,8.249
85.81,2.453,83.88,5.615,8.051
85.815,2.457,84.152,5.527,7.864
85.82,2.448,84.378,5.522,7.652
85.825,2.433,84.678,5.437,7.452
85.83,2.423,85.017,5.267,7.294
85.835,2.432,85.308,5.144,7.116
85.84,2.434,85.622,5.014,6.93
85.845,2.442,85.941,4.822,6.795
85.85,2.454,86.212,4.693,6.641
85.855,2.414,86.508,4.663,6.415
85.86,2.401,86.822,4.583,6.194
85.865,2.393,87.18,4.415,6.011
85.87,2.402,87.523,4.284,5.792
85.875,2.416,87.871,4.101,5.612
85.88,2.437,88.182,3.971,5.41
85.885,2.445,88.477,3.863,5.214
85.89,2.454,88.784,3.743,5.019
85.895,2.463,89.051,3.659,4.828
85.9,2.439,89.407,3.5,4.654
85.905,2.424,89.742,3.338,4.495
85.91,2.439,90,3.228,4.333
85.915,2.46,90.261,3.129,4.15
85.92,2.479,90.488,3.085,3.948
85.925,2.469,90.716,3.045,3.771
85.93,2.456,90.925,2.98,3.639
85.935,2.428,91.143,2.9,3.528
85.94,2.414,91.305,2.843,3.438
85.945,2.421,91.437,2.778,3.364
85.95,2.452,91.567,2.674,3.307
85.955,2.473,91.672,2.593,3.263
85.96,2.524,91.759,2.526,3.19
85.965,2.579,91.825,2.513,3.082
85.97,2.611,91.964,2.442,2.983
85.975,2.617,92.138,2.358,2.887
85.98,2.6,92.328,2.282,2.789
85.985,2.572,92.56,2.147,2.721
85.99,2.535,92.752,2.055,2.658
85.995,2.515,92.912,1.992,2.581
86,2.53,93.048,1.92,2.502
86.005,2.562,93.151,1.849,2.437
86.01,2.587,93.262,1.827,2.325
86.015,2.616,93.386,1.767,2.231
86.02,2.636,93.551,1.666,2.147
86.025,2.654,93.654,1.634,2.058
86.03,2.656,93.762,1.607,1.975
86.035,2.641,93.888,1.566,1.905
86.04,2.632,93.971,1.55,1.847
86.045,2.622,94.077,1.498,1.803
86.05,2.627,94.132,1.518,1.723
86.055,2.639,94.192,1.516,1.653
86.06,2.643,94.28,1.483,1.594
86.065,2.678,94.319,1.477,1.526
86.07,2.725,94.359,1.462,1.453
86.075,2.739,94.441,1.427,1.393
86.08,2.726,94.544,1.398,1.332
86.085,2.695,94.653,1.367,1.285
86.09,2.713,94.701,1.345,1.241
86.095,2.744,94.745,1.286,1.225
86.1,2.752,94.802,1.242,1.204
86.105,2.738,94.87,1.221,1.171
86.11,2.74,94.936,1.186,1.137
86.115,2.751,94.994,1.151,1.105
86.12,2.77,95.047,1.109,1.074
86.125,2.777,95.126,1.067,1.03
86.13,2.793,95.204,1.01,0.993
86.135,2.798,95.295,0.954,0.953
86.14,2.8,95.362,0.913,0.926
86.145,2.816,95.403,0.884,0.898
86.15,2.802,95.475,0.843,0.879
86.155,2.814,95.521,0.819,0.846
86.16,2.804,95.577,0.801,0.818
86.165,2.822,95.618,0.778,0.782
86.17,2.851,95.657,0.731,0.76
86.175,2.871,95.71,0.691,0.728
86.18,2.895,95.746,0.668,0.691
86.185,2.898,95.802,0.645,0.655
86.19,2.886,95.876,0.619,0.62
86.195,2.903,95.907,0.611,0.578
86.2,2.897,95.976,0.593,0.533
86.205,2.912,96.02,0.578,0.49
86.21,2.909,96.068,0.56,0.463
86.215,2.884,96.123,0.551,0.442
86.22,2.881,96.148,0.542,0.429
86.225,2.88,96.177,0.528,0.415
86.23,2.898,96.175,0.524,0.404
86.235,2.925,96.168,0.517,0.39
86.24,2.976,96.138,0.529,0.358
86.245,2.974,96.173,0.521,0.332
86.25,2.991,96.201,0.499,0.31
86.255,3.014,96.22,0.472,0.293
86.26,3.021,96.237,0.459,0.283
86.265,2.999,96.273,0.451,0.277
86.27,3.008,96.273,0.451,0.268
86.275,3.005,96.303,0.44,0.252
86.28,2.999,96.336,0.427,0.239
86.285,2.962,96.409,0.416,0.213
86.29,2.943,96.479,0.388,0.19
86.295,2.923,96.534,0.377,0.165
86.3,2.901,96.59,0.363,0.146
86.305,2.874,96.648,0.342,0.136
86.31,2.849,96.7,0.327,0.125
86.315,2.829,96.747,0.308,0.117
86.32,2.809,96.786,0.296,0.11
86.325,2.822,96.791,0.282,0.105
86.33,2.81,96.812,0.275,0.104
86.335,2.809,96.823,0.265,0.103
86.34,2.794,96.852,0.249,0.105
86.345,2.768,96.889,0.243,0.1
86.35,2.753,96.91,0.245,0.092
86.355,2.722,96.957,0.236,0.085
86.36,2.734,96.954,0.24,0.072
86.365,2.776,96.922,0.243,0.059
86.37,2.806,96.9,0.23,0.064
86.375,2.835,96.856,0.239,0.07
86.38,2.852,96.828,0.242,0.079
86.385,2.895,96.775,0.236,0.094
86.39,2.907,96.752,0.237,0.103
86.395,2.957,96.68,0.251,0.112
86.4,2.984,96.622,0.272,0.123
86.405,3.016,96.557,0.288,0.139
86.41,3.031,96.524,0.281,0.164
86.415,3.019,96.523,0.272,0.186
86.42,3.003,96.53,0.274,0.193
86.425,2.991,96.543,0.263,0.202
86.43,2.946,96.583,0.252,0.219
86.435,2.896,96.618,0.26,0.227
86.44,2.89,96.603,0.265,0.242
86.445,2.885,96.585,0.272,0.258
86.45,2.884,96.557,0.289,0.27
86.455,2.894,96.526,0.302,0.278
86.46,2.908,96.496,0.306,0.291
86.465,2.876,96.516,0.304,0.303
86.47,2.862,96.526,0.303,0.31
86.475,2.895,96.485,0.312,0.307
86.48,2.906,96.465,0.316,0.314
86.485,2.917,96.452,0.325,0.306
86.49,2.906,96.474,0.319,0.301
86.495,2.908,96.496,0.3,0.296
86.5,2.915,96.502,0.305,0.278
86.505,2.909,96.529,0.304,0.259
86.51,2.888,96.565,0.298,0.249
86.515,2.884,96.568,0.295,0.254
86.52,2.896,96.546,0.296,0.263
86.525,2.877,96.558,0.303,0.263
86.53,2.9,96.529,0.298,0.273
86.535,2.935,96.482,0.306,0.277
86.54,2.946,96.465,0.305,0.284
86.545,2.926,96.477,0.314,0.283
86.55,2.908,96.513,0.303,0.276
86.555,2.934,96.511,0.291,0.264
86.56,2.953,96.523,0.26,0.264
86.565,2.963,96.527,0.254,0.256
86.57,2.968,96.513,0.266,0.253
86.575,2.927,96.56,0.259,0.255
86.58,2.926,96.56,0.255,0.259
86.585,2.924,96.558,0.257,0.261
86.59,2.922,96.533,0.282,0.263
86.595,2.952,96.485,0.289,0.274
86.6,2.943,96.485,0.287,0.285
86.605,2.945,96.482,0.279,0.294
86.61,2.952,96.479,0.274,0.295
86.615,2.935,96.494,0.267,0.304
86.62,2.899,96.521,0.27,0.309
86.625,2.888,96.539,0.263,0.31
86.63,2.894,96.544,0.249,0.313
86.635,2.939,96.494,0.247,0.319
86.64,2.966,96.45,0.259,0.326
86.645,2.965,96.432,0.255,0.348
86.65,2.972,96.42,0.25,0.358
86.655,2.966,96.421,0.247,0.367
86.66,2.965,96.429,0.24,0.366
86.665,2.988,96.416,0.238,0.359
86.67,2.99,96.425,0.241,0.344
86.675,2.999,96.442,0.236,0.323
86.68,2.996,96.471,0.237,0.296
86.685,2.999,96.484,0.24,0.277
86.69,3.011,96.487,0.237,0.265
86.695,3.011,96.499,0.232,0.258
86.7,3.022,96.508,0.226,0.245
86.705,3.028,96.532,0.217,0.223
86.71,3.022,96.564,0.213,0.202
86.715,2.978,96.639,0.206,0.177
86.72,2.946,96.697,0.193,0.163
86.725,2.913,96.754,0.176,0.157
86.73,2.881,96.795,0.173,0.151
86.735,2.871,96.824,0.169,0.136
86.74,2.888,96.814,0.163,0.135
86.745,2.907,96.795,0.162,0.135
86.75,2.934,96.771,0.161,0.135
86.755,2.933,96.771,0.163,0.133
86.76,2.931,96.768,0.164,0.138
86.765,2.949,96.748,0.162,0.141
86.77,2.945,96.752,0.162,0.142
86.775,2.926,96.78,0.154,0.139
86.78,2.938,96.779,0.142,0.142
86.785,2.968,96.753,0.138,0.141
86.79,2.953,96.771,0.135,0.142
86.795,2.926,96.8,0.129,0.145
86.8,2.903,96.829,0.127,0.141
86.805,2.905,96.842,0.122,0.132
86.81,2.904,96.852,0.125,0.119
86.815,2.919,96.856,0.121,0.103
86.82,2.93,96.859,0.12,0.09
86.825,2.951,96.854,0.118,0.078
86.83,2.978,96.84,0.115,0.067
86.835,2.993,96.833,0.113,0.06
86.84,3.018,96.82,0.104,0.059
86.845,3.035,96.807,0.104,0.054
86.85,3.029,96.814,0.098,0.059
86.855,3.032,96.808,0.096,0.064
86.86,3.024,96.808,0.098,0.07
86.865,3.06,96.764,0.1,0.076
86.87,3.09,96.732,0.102,0.076
86.875,3.121,96.706,0.103,0.071
86.88,3.133,96.701,0.108,0.059
86.885,3.107,96.739,0.106,0.047
86.89,3.07,96.783,0.099,0.048
86.895,3.026,96.818,0.105,0.051
86.9,2.97,96.859,0.108,0.063
86.905,2.937,96.88,0.11,0.073
86.91,2.953,96.857,0.112,0.078
86.915,2.975,96.834,0.111,0.08
86.92,3.038,96.763,0.118,0.081
86.925,3.087,96.707,0.126,0.08
86.93,3.152,96.637,0.128,0.083
86.935,3.193,96.595,0.125,0.087
86.94,3.221,96.565,0.133,0.082
86.945,3.206,96.58,0.134,0.08
86.95,3.171,96.615,0.137,0.076
86.955,3.186,96.607,0.135,0.072
86.96,3.205,96.597,0.129,0.069
86.965,3.191,96.615,0.129,0.065
86.97,3.181,96.633,0.121,0.065
86.975,3.172,96.643,0.117,0.068
86.98,3.22,96.594,0.118,0.068
86.985,3.26,96.554,0.117,0.07
86.99,3.292,96.517,0.121,0.069
86.995,3.308,96.496,0.128,0.068
87,3.305,96.489,0.133,0.073
87.005,3.303,96.478,0.14,0.08
87.01,3.291,96.479,0.147,0.084
87.015,3.279,96.482,0.146,0.092
87.02,3.198,96.552,0.155,0.095
87.025,3.141,96.602,0.155,0.102
87.03,3.172,96.566,0.159,0.104
87.035,3.201,96.54,0.157,0.102
87.04,3.206,96.54,0.16,0.094
87.045,3.258,96.503,0.157,0.082
87.05,3.342,96.432,0.155,0.071
87.055,3.402,96.384,0.147,0.067
87.06,3.454,96.334,0.146,0.066
87.065,3.457,96.33,0.148,0.064
87.07,3.444,96.342,0.152,0.062
87.075,3.431,96.353,0.156,0.061
87.08,3.449,96.324,0.161,0.067
87.085,3.46,96.295,0.171,0.074
87.09,3.372,96.368,0.175,0.085
87.095,3.298,96.43,0.181,0.091
87.1,3.238,96.481,0.18,0.101
87.105,3.242,96.466,0.189,0.102
87.11,3.217,96.478,0.195,0.11
87.115,3.161,96.521,0.201,0.117
87.12,3.101,96.576,0.201,0.123
87.125,3.084,96.595,0.192,0.129
87.13,3.105,96.573,0.194,0.128
87.135,3.103,96.581,0.191,0.125
87.14,3.099,96.587,0.198,0.116
87.145,3.102,96.591,0.198,0.109
87.15,3.121,96.564,0.216,0.099
87.155,3.112,96.579,0.205,0.104
87.16,3.12,96.576,0.193,0.112
87.165,3.095,96.581,0.213,0.111
87.17,3.056,96.609,0.219,0.117
87.175,3.04,96.618,0.217,0.125
87.18,3.053,96.608,0.216,0.123
87.185,3.043,96.626,0.215,0.116
87.19,3.066,96.617,0.214,0.103
87.195,3.111,96.599,0.195,0.095
87.2,3.131,96.59,0.189,0.09
87.205,3.138,96.581,0.19,0.091
87.21,3.125,96.581,0.198,0.095
87.215,3.091,96.596,0.214,0.099
87.22,3.061,96.613,0.219,0.107
87.225,3.043,96.621,0.218,0.118
87.23,3.044,96.616,0.212,0.128
87.235,3.018,96.639,0.218,0.125
87.24,2.999,96.655,0.223,0.123
87.245,2.962,96.683,0.231,0.124
87.25,2.917,96.72,0.228,0.135
87.255,2.816,96.829,0.225,0.13
87.26,2.918,96.713,0.24,0.13
87.265,2.935,96.699,0.254,0.112
87.27,2.931,96.708,0.248,0.113
87.275,2.904,96.73,0.243,0.123
87.28,2.866,96.746,0.258,0.131
87.285,2.828,96.775,0.251,0.146
87.29,2.851,96.739,0.259,0.15
87.295,2.869,96.719,0.259,0.154
87.3,2.868,96.724,0.257,0.151
87.305,2.891,96.699,0.267,0.142
87.31,2.896,96.701,0.269,0.134
87.315,2.865,96.741,0.265,0.129
87.32,2.812,96.804,0.259,0.124
87.325,2.764,96.864,0.261,0.111
87.33,2.746,96.908,0.239,0.107
87.335,2.76,96.905,0.232,0.103
87.34,2.766,96.898,0.232,0.104
87.345,2.799,96.866,0.226,0.109
87.35,2.806,96.859,0.226,0.109
87.355,2.8,96.866,0.22,0.115
87.36,2.78,96.884,0.221,0.115
87.365,2.766,96.901,0.221,0.112
87.37,2.765,96.904,0.224,0.107
87.375,2.75,96.927,0.217,0.105
87.38,2.771,96.916,0.204,0.11
87.385,2.809,96.872,0.205,0.115
87.39,2.845,96.837,0.198,0.121
87.395,2.834,96.849,0.187,0.13
87.4,2.835,96.85,0.184,0.131
87.405,2.866,96.824,0.182,0.129
87.41,2.912,96.78,0.178,0.13
87.415,2.923,96.766,0.183,0.129
87.42,2.931,96.757,0.192,0.12
87.425,2.925,96.764,0.202,0.109
87.43,2.908,96.794,0.194,0.104
87.435,2.924,96.792,0.184,0.1
87.44,2.961,96.768,0.172,0.099
87.445,2.973,96.764,0.167,0.096
87.45,2.966,96.782,0.165,0.087
87.455,2.927,96.83,0.163,0.08
87.46,2.893,96.877,0.154,0.076
87.465,2.887,96.899,0.14,0.073
87.47,2.864,96.922,0.146,0.068
87.475,2.851,96.927,0.156,0.066
87.48,2.877,96.903,0.154,0.067
87.485,2.896,96.886,0.149,0.069
87.49,2.902,96.873,0.153,0.072
87.495,2.861,96.914,0.149,0.077
87.5,2.833,96.947,0.139,0.082
87.505,2.797,96.98,0.146,0.077
87.51,2.788,96.985,0.156,0.071
87.515,2.815,96.96,0.154,0.07
87.52,2.804,96.984,0.142,0.07
87.525,2.793,96.996,0.138,0.073
87.53,2.822,96.964,0.138,0.076
87.535,2.838,96.946,0.134,0.082
87.54,2.819,96.956,0.148,0.077
87.545,2.833,96.939,0.15,0.078
87.55,2.804,96.964,0.151,0.081
87.555,2.771,96.993,0.153,0.083
87.56,2.753,97.012,0.156,0.078
87.565,2.73,97.026,0.161,0.082
87.57,2.724,97.034,0.164,0.079
87.575,2.737,97.028,0.159,0.077
87.58,2.775,96.999,0.154,0.072
87.585,2.809,96.966,0.156,0.069
87.59,2.83,96.953,0.15,0.067
87.595,2.83,96.956,0.15,0.064
87.6,2.811,96.992,0.136,0.062
